order_id,day,slot,zone,lat,lon,garment_type,start_hour,end_hour
55,Mon,3-6,West,1.267882200462452,103.7781811991811,Normal,15,18
57,Tue,12-4,North,1.425823661512433,103.79935337177184,Premium,12,16
58,Thu,9-1,East,1.438946404458282,103.89755710404299,Normal,9,13
59,Mon,9-1,East,1.343480302249974,103.72728795051135,Normal,9,13
60,Thu,12-4,Central,1.3726822778421415,103.83902891080952,Normal,12,16
61,Sat,9-1,West,1.2834067892184151,103.78086375362086,Delicate,9,13
62,Tue,3-6,South,1.4482337252273954,103.78563992298513,Delicate,15,18
63,Tue,9-1,West,1.2963343402766887,103.84351955313164,Normal,9,13
64,Mon,12-4,West,1.4385463548270252,103.83848723026487,Delicate,12,16
65,Tue,12-4,East,1.3799293297984736,103.89825119874044,Premium,12,16
66,Fri,12-4,West,1.3715473589757718,103.72567885789083,Normal,12,16
67,Tue,9-1,North,1.3525377022033016,103.72082192987683,Normal,9,13
68,Thu,12-4,East,1.2961339623435517,103.84486776342575,Normal,12,16
69,Thu,12-4,North,1.2853056064011017,103.81567738340128,Delicate,12,16
71,Thu,3-6,East,1.2872876524288508,103.71588387379781,Delicate,15,18
73,Thu,12-4,East,1.320025051833346,103.87883817493282,Normal,12,16
74,Fri,12-4,Central,1.2615685353126793,103.73837346494375,Premium,12,16
76,Wed,3-6,Central,1.426757176992685,103.7453312804454,Normal,15,18
77,Sat,12-4,South,1.4355504566390425,103.7709992611664,Delicate,12,16
78,Mon,12-4,West,1.448981564529287,103.71388476854922,Delicate,12,16
79,Thu,12-4,East,1.2847790498438973,103.80381195818165,Normal,12,16
80,Tue,9-1,West,1.3292484037805317,103.71352251271844,Premium,9,13
81,Thu,12-4,North,1.4016476951408183,103.86007130156447,Premium,12,16
82,Tue,3-6,West,1.3892041236107584,103.74674241638209,Normal,15,18
83,Sat,12-4,North,1.280779181267971,103.8080023829209,Premium,12,16
84,Sat,12-4,West,1.4131666249981236,103.8760158175123,Normal,12,16
85,Sat,3-6,North,1.294888114367332,103.83017547380945,Normal,15,18
86,Tue,12-4,South,1.2947635229645247,103.80659155731027,Normal,12,16
87,Thu,9-1,Central,1.3573948845786827,103.76486675062309,Premium,9,13
88,Sat,9-1,East,1.3685879869683406,103.76660038261164,Delicate,9,13
89,Fri,9-1,West,1.3660172415675622,103.83389739103964,Normal,9,13
91,Tue,12-4,East,1.425492172526076,103.83236783796988,Delicate,12,16
92,Tue,9-1,East,1.3031200085177412,103.81155668347401,Normal,9,13
93,Thu,3-6,North,1.2759029842565608,103.84613010204785,Premium,15,18
94,Tue,12-4,South,1.4277496159737955,103.79304112245674,Delicate,12,16
95,Tue,3-6,South,1.4411302996459507,103.71202846852016,Normal,15,18
96,Sat,9-1,Central,1.42242552345309,103.81245936317559,Premium,9,13
97,Thu,9-1,South,1.4119032149449755,103.89152505690109,Normal,9,13
98,Sat,9-1,West,1.3810483961278044,103.73506058847154,Premium,9,13
101,Sat,9-1,South,1.3316906426141397,103.80716553689462,Normal,9,13
103,Thu,9-1,North,1.3019507567520652,103.79007418725165,Normal,9,13
104,Mon,9-1,Central,1.3946840227377169,103.85123266577905,Normal,9,13
105,Sat,12-4,North,1.3491751470157543,103.7695143048478,Normal,12,16
106,Fri,3-6,North,1.2662092431815295,103.83298234489745,Normal,15,18
107,Fri,9-1,North,1.2940366403899624,103.85908999215795,Normal,9,13
108,Tue,9-1,East,1.386651752731919,103.8854355638959,Delicate,9,13
110,Fri,12-4,North,1.4202413828097538,103.77986318316186,Normal,12,16
111,Tue,12-4,Central,1.3490293054027949,103.7304832026661,Delicate,12,16
112,Mon,9-1,West,1.3461173154653296,103.89849670043168,Normal,9,13
113,Thu,3-6,West,1.3684815569319035,103.88540019358487,Premium,15,18
114,Thu,12-4,South,1.4149361931850297,103.80799142605612,Delicate,12,16
115,Thu,3-6,Central,1.3195618415804387,103.86840665887529,Normal,15,18
116,Fri,3-6,East,1.3856032305118127,103.80419159545441,Delicate,15,18
117,Mon,9-1,North,1.3631463927991583,103.82471713760056,Normal,9,13
118,Fri,12-4,South,1.3034056540338843,103.7178248864232,Normal,12,16
120,Fri,12-4,East,1.4094852043213857,103.72554269672705,Normal,12,16
121,Mon,12-4,East,1.3816903669316851,103.86521352605051,Normal,12,16
122,Mon,12-4,North,1.4201163458188484,103.85640561753408,Normal,12,16
124,Mon,12-4,Central,1.391672595343007,103.70723207610496,Normal,12,16
125,Mon,3-6,East,1.4174026656727343,103.76062567118908,Normal,15,18
126,Thu,9-1,North,1.3894942923338567,103.75262251398217,Delicate,9,13
128,Wed,12-4,West,1.3737222756430367,103.71752854935276,Normal,12,16
129,Wed,9-1,East,1.4005433279115282,103.88739156460622,Normal,9,13
130,Mon,12-4,Central,1.2817210210586147,103.81076044814247,Normal,12,16
131,Wed,9-1,Central,1.4261741518397857,103.7611048621316,Normal,9,13
132,Wed,3-6,Central,1.4243687055490464,103.77939630341486,Normal,15,18
133,Mon,9-1,East,1.2558494566069118,103.78944050810097,Delicate,9,13
134,Wed,9-1,East,1.4151633501129526,103.82011886667213,Delicate,9,13
135,Fri,9-1,South,1.2757739734946891,103.8031358855393,Delicate,9,13
136,Tue,9-1,West,1.3170237708518284,103.88387839464289,Normal,9,13
138,Tue,12-4,Central,1.2821519792096616,103.89843160296466,Normal,12,16
139,Mon,9-1,South,1.4135934048238123,103.87028499154903,Premium,9,13
140,Thu,9-1,North,1.4164268355915484,103.74170210287147,Delicate,9,13
142,Mon,9-1,East,1.2512771743433666,103.7232732795771,Delicate,9,13
143,Thu,3-6,Central,1.3074076266349826,103.86348994169825,Normal,15,18
144,Tue,12-4,North,1.3733853836751484,103.77612465869532,Delicate,12,16
145,Mon,9-1,North,1.4462372356054847,103.87559486408902,Normal,9,13
148,Sat,12-4,North,1.3768011406199223,103.85800608726142,Normal,12,16
149,Fri,9-1,South,1.357997075943171,103.76093582781961,Delicate,9,13
150,Wed,9-1,Central,1.4059690790302286,103.71618385661026,Normal,9,13
151,Thu,3-6,East,1.2713961277653916,103.78059603575304,Delicate,15,18
152,Sat,9-1,East,1.4022055805004057,103.73470490299731,Delicate,9,13
153,Wed,3-6,East,1.3582533157352221,103.83899021778049,Normal,15,18
154,Wed,9-1,East,1.442598400771799,103.76921994530755,Normal,9,13
155,Mon,3-6,South,1.3183744332077372,103.89512204017198,Normal,15,18
156,Wed,9-1,West,1.3765243786267896,103.82819441546907,Normal,9,13
157,Fri,12-4,Central,1.4364056211020035,103.86449611272688,Normal,12,16
159,Sat,9-1,West,1.4374456974472902,103.87240289645453,Premium,9,13
160,Wed,12-4,East,1.3875771444601626,103.88455143810269,Premium,12,16
161,Mon,9-1,West,1.2635674118210343,103.79741238376378,Delicate,9,13
162,Fri,12-4,Central,1.3101927133893632,103.8212505875502,Delicate,12,16
163,Tue,9-1,North,1.3916344177290563,103.85296196018061,Delicate,9,13
166,Sat,9-1,Central,1.3191766113905914,103.77973260555447,Delicate,9,13
168,Wed,9-1,North,1.2591484067625025,103.77350688445831,Normal,9,13
169,Mon,3-6,West,1.4243073612304753,103.7136344618771,Normal,15,18
172,Tue,12-4,Central,1.399930366348585,103.89262302231784,Normal,12,16
173,Tue,3-6,East,1.2760172480261265,103.809905907179,Normal,15,18
174,Thu,3-6,South,1.4016526391858044,103.89316443223065,Premium,15,18
175,Fri,12-4,North,1.2549173832917604,103.78649957566603,Normal,12,16
176,Wed,3-6,Central,1.2544247103057995,103.76236322661705,Normal,15,18
179,Mon,3-6,West,1.4040814835615587,103.72113293685236,Premium,15,18
180,Thu,9-1,Central,1.386659075321301,103.82816526293804,Normal,9,13
181,Fri,3-6,Central,1.3391805412753497,103.74320763650192,Premium,15,18
182,Thu,9-1,Central,1.304725333256333,103.82391759097958,Normal,9,13
183,Sat,9-1,West,1.4494249000315422,103.83004021847964,Premium,9,13
184,Fri,3-6,West,1.3352362604471946,103.73040497062573,Delicate,15,18
187,Fri,9-1,East,1.408961909749986,103.79196008475387,Premium,9,13
189,Wed,12-4,East,1.294153922557752,103.89897326343396,Normal,12,16
190,Fri,12-4,West,1.2664762091231685,103.71155611219928,Delicate,12,16
191,Thu,3-6,West,1.3860998604149426,103.83900704577171,Normal,15,18
192,Fri,12-4,South,1.380902242856227,103.89673578505268,Premium,12,16
194,Wed,12-4,East,1.440172712450082,103.72844987373745,Delicate,12,16
195,Wed,9-1,Central,1.28021157835618,103.7242769878845,Normal,9,13
196,Sat,3-6,West,1.3364669602085204,103.76065502951353,Normal,15,18
197,Thu,3-6,East,1.4387231840335197,103.72020916220214,Normal,15,18
198,Tue,9-1,South,1.3339454633852244,103.83843226833883,Normal,9,13
199,Tue,3-6,South,1.3777051895328172,103.71245835962601,Normal,15,18
200,Fri,3-6,East,1.3295188795925588,103.80188442562996,Normal,15,18
201,Sat,12-4,West,1.304843040469734,103.8993393707706,Normal,12,16
202,Mon,3-6,South,1.4467955295919657,103.86279405390121,Normal,15,18
203,Fri,9-1,Central,1.3318668012630086,103.82304388764621,Normal,9,13
204,Sat,12-4,South,1.4288198407358268,103.76125072415732,Delicate,12,16
205,Thu,12-4,North,1.2959909211782172,103.82477916725833,Normal,12,16
206,Thu,9-1,North,1.2926209408050167,103.80540829278233,Premium,9,13
207,Thu,9-1,West,1.2562268165769022,103.78521667677808,Premium,9,13
208,Thu,12-4,East,1.380333365075177,103.72614207534804,Delicate,12,16
209,Thu,3-6,West,1.3237052687447521,103.8773208430481,Normal,15,18
210,Sat,12-4,West,1.4228716499679275,103.78995692976427,Premium,12,16
211,Sat,9-1,West,1.3446419813383115,103.73892450236416,Normal,9,13
212,Wed,12-4,West,1.4436386855829444,103.77355187017547,Normal,12,16
213,Tue,9-1,Central,1.2871051031406242,103.7828259505058,Normal,9,13
215,Thu,3-6,South,1.4053193705583482,103.84672287611228,Normal,15,18
216,Mon,12-4,North,1.4041843689288103,103.85386097872828,Normal,12,16
218,Sat,9-1,South,1.4022047981885997,103.78323079963596,Premium,9,13
219,Mon,9-1,North,1.375244064326283,103.79626883032707,Normal,9,13
220,Mon,9-1,East,1.2762489755364774,103.70383845536462,Normal,9,13
221,Mon,12-4,Central,1.2565052358982505,103.75196264174902,Delicate,12,16
222,Wed,3-6,North,1.4341695695631373,103.85205796462444,Normal,15,18
223,Sat,9-1,East,1.3733300629041476,103.7274219411458,Normal,9,13
224,Mon,9-1,North,1.4093074581952352,103.80706202629052,Normal,9,13
225,Thu,12-4,Central,1.34630447030251,103.74304037440345,Premium,12,16
226,Fri,9-1,Central,1.2734616377924788,103.70242415492878,Delicate,9,13
227,Mon,3-6,South,1.27503715844051,103.7482402915199,Delicate,15,18
228,Wed,3-6,West,1.3871130574457942,103.89517475098202,Premium,15,18
230,Sat,9-1,North,1.2901049453400673,103.89191532886421,Normal,9,13
231,Wed,12-4,East,1.3483189093482875,103.79757080878528,Normal,12,16
232,Mon,3-6,Central,1.2628417874150268,103.7219472397355,Normal,15,18
233,Sat,3-6,North,1.3663942803828797,103.80959189779475,Normal,15,18
234,Fri,9-1,Central,1.3037986808870194,103.790875466912,Delicate,9,13
235,Mon,12-4,North,1.4095118201274377,103.86887141654793,Delicate,12,16
236,Wed,3-6,South,1.3120723917847148,103.71961651615685,Premium,15,18
237,Tue,3-6,West,1.3410440298163602,103.79764822740437,Normal,15,18
238,Thu,12-4,North,1.25232410798162,103.7300097329388,Delicate,12,16
240,Wed,3-6,South,1.328498711281337,103.84747141547757,Normal,15,18
241,Sat,3-6,North,1.3459877669434246,103.79520362587375,Delicate,15,18
242,Mon,12-4,East,1.3700041096238607,103.77517765702916,Normal,12,16
243,Thu,3-6,West,1.3083325157418606,103.778895255714,Normal,15,18
244,Mon,9-1,North,1.3889963772253084,103.7918893536812,Normal,9,13
245,Sat,9-1,South,1.422024479437841,103.85700330876742,Normal,9,13
246,Mon,12-4,East,1.4059701977786698,103.87841693778805,Normal,12,16
247,Tue,12-4,South,1.2579237650696715,103.89106693730079,Delicate,12,16
248,Thu,12-4,South,1.3461013894515659,103.85738067725106,Premium,12,16
249,Thu,9-1,East,1.2709860356836349,103.76308137914961,Delicate,9,13
250,Sat,3-6,South,1.2984090031725055,103.83762694121731,Delicate,15,18
252,Tue,3-6,North,1.2784991085803026,103.75093412440921,Delicate,15,18
253,Wed,9-1,East,1.3497776306902711,103.86817431588518,Normal,9,13
254,Mon,3-6,East,1.3736311468636238,103.70768526979246,Normal,15,18
255,Fri,9-1,West,1.3904929941088207,103.88035239842709,Normal,9,13
256,Mon,12-4,East,1.3619297366973828,103.79229549292495,Normal,12,16
257,Mon,9-1,East,1.2519541694838368,103.82744029536165,Normal,9,13
258,Wed,3-6,North,1.3152922616487983,103.83187078444116,Normal,15,18
259,Mon,9-1,West,1.3535423286769424,103.87902354814132,Normal,9,13
260,Tue,9-1,Central,1.2675732998289666,103.82733393643345,Premium,9,13
261,Tue,9-1,North,1.320125386241836,103.82278671695202,Normal,9,13
262,Thu,12-4,North,1.2566406217582733,103.71333040811214,Normal,12,16
263,Sat,9-1,Central,1.2657156994310041,103.80368160438904,Normal,9,13
265,Fri,12-4,South,1.276543150808612,103.8474867537443,Normal,12,16
266,Mon,9-1,West,1.3635081696523117,103.80244438416254,Normal,9,13
267,Mon,9-1,South,1.3878929938274531,103.83604555584168,Normal,9,13
268,Wed,9-1,Central,1.4101173398218165,103.70833458012048,Normal,9,13
269,Sat,3-6,North,1.290030048848962,103.71695840320916,Normal,15,18
270,Tue,9-1,North,1.283496516451814,103.84326467761254,Normal,9,13
271,Fri,12-4,West,1.27091356806688,103.71441686719973,Normal,12,16
272,Thu,9-1,North,1.3772860499087274,103.71425134555305,Normal,9,13
273,Tue,3-6,North,1.3912951452973803,103.70242169504698,Normal,15,18
274,Sat,9-1,West,1.2563172289651283,103.8913002796599,Delicate,9,13
276,Thu,3-6,Central,1.2603942567302944,103.77065028170041,Normal,15,18
278,Wed,12-4,North,1.3918121038901832,103.76994064594918,Premium,12,16
279,Wed,3-6,Central,1.4241938247492172,103.85493070623625,Normal,15,18
280,Mon,9-1,East,1.3928173864264854,103.83227412221409,Normal,9,13
282,Sat,12-4,East,1.3178900385085612,103.73482186706681,Normal,12,16
283,Fri,3-6,Central,1.4129650227493025,103.71967912994268,Normal,15,18
284,Thu,3-6,North,1.266022969276935,103.83206054394027,Normal,15,18
285,Tue,9-1,Central,1.4289633312121055,103.85287453244435,Premium,9,13
286,Sat,9-1,Central,1.3595184752307472,103.753009285665,Normal,9,13
287,Sat,12-4,East,1.4134595539924988,103.70418899220618,Delicate,12,16
288,Wed,12-4,South,1.34046365690366,103.71643433349529,Premium,12,16
290,Mon,3-6,East,1.3552805321872226,103.75908895549549,Normal,15,18
291,Mon,9-1,South,1.3963179043510663,103.85384462956763,Normal,9,13
292,Thu,3-6,South,1.266325996406118,103.82493271377086,Normal,15,18
293,Wed,12-4,West,1.2620704167981127,103.77638792793059,Normal,12,16
294,Sat,12-4,North,1.2994206468020293,103.74113745243912,Premium,12,16
295,Fri,9-1,South,1.2819089360226377,103.72427728363188,Delicate,9,13
296,Wed,12-4,East,1.4243567133184403,103.82300259360778,Delicate,12,16
297,Thu,12-4,West,1.293842797471609,103.85492675612757,Normal,12,16
298,Thu,12-4,North,1.4451730511638263,103.82878085070823,Delicate,12,16
299,Wed,12-4,Central,1.3173791583542214,103.80606042664984,Premium,12,16
300,Thu,9-1,East,1.2864235831377397,103.70839024468633,Delicate,9,13
301,Wed,9-1,South,1.4079397014284958,103.89369775551889,Normal,9,13
302,Tue,3-6,South,1.3817415551001753,103.85974283833092,Delicate,15,18
303,Wed,12-4,East,1.3496391432906278,103.7585644073402,Normal,12,16
305,Wed,9-1,West,1.3938403556544527,103.82037631792727,Normal,9,13
306,Thu,9-1,North,1.2956909482662597,103.81648453164145,Delicate,9,13
308,Thu,9-1,South,1.4449586324293566,103.86235395761803,Normal,9,13
309,Mon,9-1,Central,1.3800651372693873,103.8312957214663,Normal,9,13
310,Mon,9-1,North,1.289908490185829,103.72561914927324,Normal,9,13
312,Tue,12-4,East,1.2644396817958352,103.88561672806522,Normal,12,16
313,Mon,3-6,East,1.2561305004411611,103.74492312236877,Normal,15,18
314,Wed,9-1,Central,1.3015365777022427,103.7744334047675,Delicate,9,13
315,Thu,12-4,North,1.3425245913478632,103.78641537658885,Normal,12,16
316,Mon,12-4,Central,1.4236545010816761,103.7878809979389,Normal,12,16
317,Mon,3-6,East,1.3954338139532616,103.8225879164989,Normal,15,18
318,Tue,9-1,East,1.3985413042399961,103.88861516754895,Premium,9,13
321,Sat,12-4,South,1.3242077525969205,103.73949409797198,Normal,12,16
322,Tue,12-4,East,1.4475299127472114,103.87738498004185,Normal,12,16
323,Wed,12-4,East,1.2580218382824966,103.82916216253105,Normal,12,16
325,Thu,3-6,West,1.3657350817144787,103.86318938779372,Premium,15,18
326,Tue,9-1,Central,1.3377230838379182,103.87227399927269,Delicate,9,13
327,Mon,9-1,Central,1.3950515320830272,103.86930286773806,Premium,9,13
328,Thu,3-6,South,1.3473337882849405,103.88378530672792,Delicate,15,18
329,Thu,9-1,South,1.4246846476163322,103.75044820403468,Normal,9,13
330,Mon,12-4,North,1.4301403728022517,103.85100838574927,Premium,12,16
331,Tue,9-1,Central,1.3343441853746911,103.79210789945483,Normal,9,13
332,Mon,12-4,East,1.3053655594470104,103.86839971057802,Normal,12,16
333,Sat,3-6,Central,1.3684700657186724,103.84569813543233,Normal,15,18
334,Thu,9-1,East,1.4324726691233383,103.85528948929995,Normal,9,13
335,Fri,3-6,West,1.2921324378011334,103.83123236753622,Normal,15,18
336,Fri,9-1,Central,1.3745933167126965,103.73548575389394,Normal,9,13
337,Wed,12-4,West,1.3763120440185042,103.8090053837794,Normal,12,16
339,Mon,9-1,South,1.276313537025452,103.88747761329942,Normal,9,13
340,Mon,12-4,North,1.3931649929364176,103.70863474715941,Normal,12,16
341,Wed,3-6,Central,1.4318065041331283,103.7329629631459,Normal,15,18
342,Wed,3-6,West,1.2859366217740484,103.72634575469091,Normal,15,18
343,Wed,9-1,East,1.2975086649847756,103.84519598199707,Delicate,9,13
344,Thu,9-1,South,1.4442790188083279,103.86355706597139,Delicate,9,13
345,Sat,9-1,South,1.286195390541898,103.74270227326214,Delicate,9,13
346,Mon,12-4,East,1.4208770186739157,103.80117053859037,Delicate,12,16
347,Thu,9-1,West,1.348455571289607,103.86814060560225,Normal,9,13
348,Wed,3-6,West,1.2994462148806354,103.84656030895326,Delicate,15,18
349,Mon,3-6,Central,1.4241499802545023,103.80844744109838,Normal,15,18
350,Thu,9-1,Central,1.3390610510005332,103.81806953809176,Normal,9,13
351,Sat,9-1,North,1.352963470785938,103.80167210938326,Delicate,9,13
352,Thu,3-6,South,1.321846673879953,103.75950969026377,Normal,15,18
353,Sat,12-4,Central,1.3685901702869854,103.8130043985718,Delicate,12,16
354,Wed,9-1,West,1.2827047745170046,103.83777706041002,Delicate,9,13
355,Sat,9-1,East,1.3282163073303521,103.87466458317216,Premium,9,13
356,Mon,3-6,West,1.4438824644670574,103.82725827079585,Premium,15,18
357,Wed,9-1,South,1.3016266865402255,103.85222430740863,Normal,9,13
358,Mon,12-4,West,1.3813473329082584,103.73201432699092,Normal,12,16
359,Fri,3-6,North,1.315038012844939,103.79231149488396,Normal,15,18
360,Tue,9-1,South,1.40469462513732,103.70186632396542,Normal,9,13
361,Sat,3-6,East,1.27617473214367,103.74933577290433,Delicate,15,18
362,Tue,9-1,North,1.443964209015709,103.8452923430226,Delicate,9,13
363,Tue,9-1,South,1.3407579082767278,103.89836199026988,Delicate,9,13
364,Sat,9-1,East,1.2972100926692929,103.71983561991745,Normal,9,13
365,Wed,12-4,North,1.2646993494660026,103.78029886317226,Normal,12,16
366,Fri,12-4,North,1.2839515810175082,103.86001419373984,Normal,12,16
367,Mon,3-6,South,1.3539547897112034,103.74080712692579,Normal,15,18
368,Thu,9-1,Central,1.3174006352862573,103.81101698986046,Premium,9,13
369,Mon,9-1,North,1.4157766731765218,103.84661425920594,Normal,9,13
370,Thu,12-4,North,1.3361775047323612,103.82319709005203,Normal,12,16
371,Mon,9-1,East,1.299742854517526,103.73760494692308,Normal,9,13
372,Sat,12-4,West,1.373428997320806,103.77107691373715,Delicate,12,16
373,Fri,9-1,South,1.3913554433770892,103.85675835689709,Delicate,9,13
374,Thu,3-6,South,1.28340838158019,103.81084530282641,Normal,15,18
376,Wed,9-1,Central,1.2573342853867087,103.85219815200563,Normal,9,13
377,Mon,12-4,South,1.397280403013128,103.70706227098805,Normal,12,16
378,Mon,9-1,Central,1.382760905524361,103.84914675654625,Delicate,9,13
379,Thu,9-1,East,1.3449261751499628,103.74049611203306,Delicate,9,13
380,Wed,12-4,South,1.4188340897938394,103.89161469602388,Normal,12,16
381,Wed,3-6,Central,1.4111340305900106,103.77358815026042,Normal,15,18
382,Sat,3-6,South,1.3670708728793504,103.76538632326762,Premium,15,18
384,Sat,12-4,North,1.2911682420073536,103.76112084309804,Delicate,12,16
385,Sat,12-4,South,1.2723839238795456,103.87533015236565,Normal,12,16
386,Sat,12-4,North,1.303949922303398,103.89926686752545,Normal,12,16
387,Sat,12-4,Central,1.261417371217863,103.77366190610137,Normal,12,16
388,Sat,3-6,North,1.3562339056002064,103.78972212619091,Normal,15,18
389,Fri,3-6,South,1.4373211384589923,103.84441418764055,Premium,15,18
390,Wed,12-4,West,1.2578687081337019,103.87723915609303,Normal,12,16
391,Sat,9-1,Central,1.2744219828020054,103.81860886683737,Normal,9,13
392,Wed,12-4,South,1.340439805656687,103.77830513963556,Normal,12,16
393,Wed,9-1,Central,1.4367750035055808,103.78252436816973,Normal,9,13
394,Tue,12-4,East,1.31323122099535,103.83912362929937,Normal,12,16
395,Fri,12-4,North,1.3514469617376785,103.70064365272086,Normal,12,16
396,Sat,3-6,East,1.2583145718100783,103.82391786749197,Delicate,15,18
397,Mon,9-1,South,1.2796686401924178,103.77109860208827,Normal,9,13
398,Thu,9-1,West,1.4473260245917694,103.85883946625542,Normal,9,13
400,Mon,3-6,North,1.250987996186882,103.81764045338969,Normal,15,18
401,Fri,3-6,Central,1.4403623570846478,103.79619457797723,Premium,15,18
402,Thu,3-6,South,1.3778239875631,103.82846510518105,Normal,15,18
403,Fri,9-1,Central,1.4235836589040043,103.7129707188966,Premium,9,13
404,Wed,9-1,North,1.3409479711267718,103.81599675748564,Delicate,9,13
405,Thu,12-4,South,1.35311920571585,103.81229691759191,Delicate,12,16
406,Wed,12-4,Central,1.347769316051384,103.81213201888323,Premium,12,16
407,Mon,3-6,West,1.3833728515092207,103.82069753331929,Normal,15,18
408,Mon,3-6,South,1.2779302509512627,103.83529358744528,Premium,15,18
409,Thu,3-6,South,1.2559947179745357,103.86099779993616,Normal,15,18
410,Thu,12-4,West,1.3115859883182381,103.75396414402564,Normal,12,16
411,Sat,12-4,East,1.3909361525473294,103.86500988203602,Normal,12,16
412,Fri,12-4,North,1.2903706904245897,103.7996511364527,Normal,12,16
413,Sat,12-4,East,1.3846864866649835,103.71541165582687,Normal,12,16
414,Fri,12-4,Central,1.4439824092214542,103.7117101858488,Normal,12,16
415,Sat,12-4,West,1.2687801431578836,103.76684766373921,Normal,12,16
416,Wed,12-4,East,1.3845204236450253,103.8569793954223,Delicate,12,16
417,Thu,3-6,South,1.3387500438609141,103.84153618694819,Delicate,15,18
418,Mon,3-6,Central,1.423628450875501,103.85772299293448,Normal,15,18
419,Fri,3-6,Central,1.2854299578894772,103.80345381128832,Normal,15,18
420,Fri,3-6,East,1.388525190445233,103.7880397995911,Normal,15,18
421,Mon,12-4,East,1.417623057929622,103.72949050534126,Normal,12,16
422,Sat,9-1,West,1.4389228438948045,103.76563855072186,Normal,9,13
423,Fri,12-4,North,1.3866496056579292,103.78680387323477,Normal,12,16
425,Wed,3-6,East,1.3735694480402427,103.74412239054224,Premium,15,18
426,Thu,12-4,South,1.4237809968957436,103.81964505881275,Normal,12,16
427,Mon,3-6,Central,1.3641219493277659,103.84713262284784,Normal,15,18
428,Thu,12-4,North,1.2560774119393674,103.8996695022786,Normal,12,16
430,Fri,9-1,West,1.3879053502063121,103.82851303990704,Normal,9,13
431,Fri,9-1,West,1.3853026771554493,103.78424961065882,Delicate,9,13
433,Mon,12-4,East,1.3817770940465315,103.85713032361605,Normal,12,16
434,Wed,9-1,West,1.3287728811308317,103.72366723818467,Premium,9,13
